position,solo_tackle,assist_tackle,sack,safety,interception,def_touchdown,fumble_forced,games_played_season,mvp,opoy,dpoy,allpro
DT,75,37,50,0,0,0,0,5,0,0,0,0
CB,44,10,0,0,4,0,0,0,0,0,0,0
CB,19,3,0,0,0,0,2,0,0,0,0,0
S,1,1,0,0,0,0,0,9,0,0,0,0
LB,22,9,14,0,0,0,4,10,0,0,0,0
DT,66,22,43,0,0,0,0,0,0,0,0,0
LB,36,21,3,0,4,2,2,5,0,0,0,0
CB,49,10,16,0,0,0,0,9,0,0,0,0
CB,0,1,0,0,0,0,0,4,0,0,0,0
CB,0,1,0,0,0,0,0,4,0,0,0,0
DT,0,1,0,0,0,0,0,6,0,0,0,0
LB,62,41,8,0,0,0,1,5,0,0,0,0
DT,5,2,0,0,0,0,0,0,0,0,0,0
LB,30,22,4,0,0,0,0,2,0,0,0,0
LB,99,66,20,0,1,0,0,2,0,0,0,0
DE,4,2,4,0,0,0,0,17,0,0,0,0
CB,7,1,0,0,0,0,0,12,0,0,0,0
DT,38,18,12,0,0,0,2,5,0,0,0,0
DE,42,17,23,0,0,0,0,6,0,0,0,0
DE,55,21,29,0,1,3,4,0,0,0,0,0
DT,27,16,16,0,0,0,0,0,0,0,0,0
LB,5,0,4,0,0,0,0,4,0,0,0,0
DT,24,19,8,0,0,0,1,0,0,0,0,0
DE,8,9,0,0,0,0,0,1,0,0,0,0
LB,26,17,3,0,2,0,4,8,0,0,0,0
CB,2,0,0,0,0,0,0,5,0,0,0,0
LB,38,33,4,0,0,0,0,0,0,0,0,0
DE,36,12,11,0,0,3,4,9,0,0,0,0
LB,0,1,0,0,0,0,0,15,0,0,0,0
S,16,5,3,0,0,0,0,8,0,0,0,0
CB,5,0,0,0,0,0,2,12,0,0,0,0
DE,21,11,0,0,0,0,0,6,0,0,0,0
DE,3,1,0,0,0,0,0,16,0,0,0,0
S,11,9,0,0,3,0,2,12,0,0,0,0
CB,42,12,0,0,0,0,2,3,0,0,0,0
CB,51,15,4,0,2,0,0,11,0,0,0,0
S,15,3,0,0,0,0,0,7,0,0,0,0
DE,20,26,3,3,0,0,0,3,0,0,0,0
LB,56,21,22,0,2,4,6,0,0,0,0,0
DT,22,14,0,0,0,0,0,0,0,0,0,0
CB,45,14,7,0,6,0,2,0,0,0,0,0
CB,2,0,0,0,0,0,0,0,0,0,0,0
CB,19,5,0,0,0,0,0,0,0,0,0,0
S,30,13,0,0,0,0,0,14,0,0,0,0
CB,65,23,12,0,6,0,0,1,0,0,0,0
CB,2,0,0,0,0,0,0,10,0,0,0,0
LB,6,2,0,0,0,0,0,8,0,0,0,0
S,40,12,2,0,0,0,0,10,0,0,0,0
LB,30,18,11,0,0,0,0,14,0,0,0,0
S,33,10,0,0,9,0,0,1,0,0,0,0
CB,4,2,0,0,0,0,0,5,0,0,0,0
DT,6,6,0,0,0,0,0,3,0,0,0,0
DT,0,1,0,0,0,0,0,3,0,0,0,0
DE,50,15,29,0,2,1,4,13,0,0,0,0
DT,20,16,14,0,3,1,0,10,0,0,0,0
LB,5,1,0,0,0,0,0,7,0,0,0,0
LB,97,51,16,0,7,2,1,0,0,0,0,0
S,18,5,0,0,0,0,1,2,0,0,0,0
DE,2,0,0,0,0,0,0,9,0,0,0,0
DT,2,0,0,0,0,0,0,2,0,0,0,0
DE,6,2,0,0,0,0,0,6,0,0,0,0
LB,9,5,0,0,2,0,2,3,0,0,0,0
S,39,6,0,0,2,0,0,8,0,0,0,0
LB,2,0,0,0,0,0,0,1,0,0,0,0
CB,6,1,0,0,0,1,2,16,0,0,0,0
DT,54,17,32,0,0,0,2,14,0,0,0,0
DT,36,15,16,0,0,0,3,13,0,0,0,0
DT,87,15,64,0,3,2,9,0,0,0,0,0
DT,11,14,4,0,0,0,0,2,0,0,0,0
S,10,6,0,0,0,0,0,9,0,0,0,0
CB,5,0,0,0,0,0,0,3,0,0,0,0
CB,45,3,8,0,3,0,0,9,0,0,0,0
CB,25,9,0,0,2,0,2,11,0,0,0,0
LB,8,2,0,0,0,0,0,11,0,0,0,0
S,8,1,4,0,0,0,2,0,0,0,0,0
DT,41,14,30,0,1,0,4,12,0,0,0,0
CB,15,5,0,0,0,0,0,10,0,0,0,0
S,25,9,0,0,0,0,0,12,0,0,0,0
LB,12,7,0,0,0,0,0,2,0,0,0,0
S,4,0,0,0,0,0,0,5,0,0,0,0
S,1,3,0,0,2,0,0,2,0,0,0,0
S,25,9,4,0,2,0,0,0,0,0,0,0
LB,0,1,0,0,0,0,0,1,0,0,0,0
DE,13,2,4,0,0,0,0,7,0,0,0,0
CB,31,11,0,0,0,0,0,3,0,0,0,0
S,18,4,0,0,0,1,2,4,0,0,0,0
LB,15,9,4,0,0,0,0,11,0,0,0,0
DT,5,1,4,0,0,0,0,5,0,0,0,0
DT,20,22,7,0,0,0,0,0,0,0,0,0
CB,29,3,0,0,0,0,0,10,0,0,0,0
S,37,15,8,0,2,0,0,8,0,0,0,0
DT,38,20,4,0,0,0,3,1,0,0,0,0
S,59,17,4,0,3,0,2,8,0,0,0,0
S,34,4,0,0,2,0,0,3,0,0,0,0
LB,63,27,0,0,0,0,0,12,0,0,0,0
LB,61,38,4,0,0,0,2,9,0,0,0,0
LB,4,4,0,0,0,0,0,4,0,0,0,0
CB,18,6,0,0,2,0,0,16,0,0,0,0
CB,2,1,0,0,0,0,0,14,0,0,0,0
S,63,31,4,0,0,0,3,0,0,0,0,0
CB,7,0,0,0,0,0,0,4,0,0,0,0
DE,0,3,0,0,0,0,0,13,0,0,0,0
LB,59,17,42,0,0,0,2,5,0,0,0,0
S,24,18,0,0,3,0,2,17,0,0,0,0
DT,6,16,3,0,0,0,0,8,0,0,0,0
LB,75,40,10,0,2,2,3,1,0,0,0,0
DE,41,17,28,0,0,0,8,9,0,0,0,0
S,74,29,0,0,6,0,0,9,0,0,0,0
DT,13,4,8,0,0,0,0,7,0,0,0,0
DE,13,2,4,0,0,0,0,1,0,0,0,0
DT,2,0,0,0,0,0,0,1,0,0,0,0
DT,5,4,4,0,0,0,0,1,0,0,0,0
S,45,13,0,0,2,0,0,0,0,0,0,0
DT,13,3,12,0,0,0,0,5,0,0,0,0
CB,44,7,8,0,2,0,2,0,0,0,0,0
S,15,5,4,0,0,0,0,10,0,0,0,0
CB,36,10,0,0,14,0,0,11,0,0,0,1
DT,35,15,17,0,0,0,3,0,0,0,0,0
LB,91,46,13,0,1,0,6,0,0,0,0,0
S,56,26,0,0,2,0,0,6,0,0,0,0
CB,64,7,0,0,6,0,0,4,0,0,0,0
LB,48,47,3,0,2,0,3,0,0,0,0,0
DT,33,16,11,0,2,0,6,1,0,0,0,0
DT,33,14,11,0,1,1,0,1,0,0,0,0
CB,25,4,0,0,2,0,0,8,0,0,0,0
DE,49,16,18,0,2,2,2,0,0,0,0,0
DE,31,22,14,0,1,0,0,3,0,0,0,0
S,30,10,0,0,2,0,2,4,0,0,0,0
CB,65,20,0,0,4,0,2,0,0,0,0,0
CB,8,4,0,0,0,0,0,10,0,0,0,0
DT,13,8,2,0,0,0,2,5,0,0,0,0
DE,29,15,15,0,0,0,6,2,0,0,0,0
CB,13,8,0,3,0,0,2,2,0,0,0,0
CB,34,9,0,0,0,0,0,13,0,0,0,0
DT,46,24,26,0,0,0,0,8,0,0,0,0
LB,1,0,0,0,0,0,0,1,0,0,0,0
DT,51,24,24,0,0,0,2,9,0,0,0,0
LB,38,32,3,0,4,0,0,1,0,0,0,0
DE,9,6,0,0,0,0,0,15,0,0,0,0
DE,66,7,41,0,1,0,2,1,0,0,0,0
LB,63,53,13,0,3,0,6,9,0,0,0,0
DE,39,15,23,0,0,0,6,3,0,0,0,0
DT,23,8,12,0,1,0,0,0,0,0,0,0
S,64,35,8,0,8,0,0,2,0,0,0,1
LB,53,30,0,0,6,2,0,5,0,0,0,0
DE,35,8,23,0,0,0,0,0,0,0,0,0
CB,0,1,0,0,0,0,0,5,0,0,0,0
CB,4,0,0,0,0,0,2,5,0,0,0,0
CB,34,8,0,0,4,0,2,0,0,0,0,0
DE,3,5,3,0,0,0,0,0,0,0,0,0
DE,0,4,3,0,0,0,0,3,0,0,0,0
CB,3,0,0,0,0,0,0,4,0,0,0,0
S,12,3,0,0,2,0,0,3,0,0,0,0
DT,11,8,0,0,0,0,0,4,0,0,0,0
LB,1,0,0,0,0,0,0,12,0,0,0,0
CB,3,0,0,0,0,0,0,1,0,0,0,0
S,12,8,0,0,0,0,0,1,0,0,0,0
DE,5,2,0,0,0,0,0,7,0,0,0,0
LB,29,13,8,0,0,0,0,7,0,0,0,0
LB,35,21,2,0,0,0,5,6,0,0,0,0
DT,5,4,0,0,0,0,0,10,0,0,0,0
CB,6,3,0,0,0,0,0,8,0,0,0,0
DT,18,9,10,0,0,2,3,0,0,0,0,0
CB,63,27,7,0,6,0,2,0,0,0,0,0
LB,0,3,0,0,0,0,0,3,0,0,0,0
LB,4,3,4,0,0,0,0,3,0,0,0,0
LB,1,5,0,0,0,0,0,3,0,0,0,0
CB,18,11,0,0,0,0,0,16,0,0,0,0
DE,4,7,0,0,0,0,0,2,0,0,0,0
S,4,0,0,0,0,0,0,12,0,0,0,0
LB,8,6,0,0,0,0,0,11,0,0,0,0
CB,8,3,0,0,0,0,2,6,0,0,0,0
DE,3,1,0,0,0,0,0,7,0,0,0,0
DE,13,6,0,0,0,0,0,7,0,0,0,0
LB,34,12,4,0,0,0,2,13,0,0,0,0
LB,0,1,0,0,0,0,0,1,0,0,0,0
LB,29,17,3,0,0,0,0,2,0,0,0,0
LB,63,47,0,0,0,0,4,6,0,0,0,0
CB,2,2,0,0,0,0,0,4,0,0,0,0
DE,12,2,4,0,0,0,0,2,0,0,0,0
LB,2,2,0,0,0,0,0,4,0,0,0,0
DT,21,13,8,0,0,0,0,17,0,0,0,0
CB,5,4,0,0,0,0,0,2,0,0,0,0
S,67,26,0,0,16,0,2,5,0,0,0,0
DT,61,32,32,0,1,0,0,2,0,0,0,0
CB,14,5,0,0,2,0,0,10,0,0,0,0
LB,10,10,7,0,0,0,0,11,0,0,0,0
S,23,15,0,0,0,0,0,10,0,0,0,0
LB,20,3,4,0,1,0,0,2,0,0,0,0
CB,2,0,0,0,0,0,0,9,0,0,0,0
DT,14,9,4,0,0,0,2,4,0,0,0,0
LB,91,32,24,0,0,0,2,8,0,0,0,0
DE,35,11,30,0,1,0,0,14,0,0,0,0
DE,14,20,4,0,0,0,0,15,0,0,0,0
CB,22,5,0,0,0,0,0,4,0,0,0,0
CB,19,10,0,0,2,0,1,0,0,0,0,0
CB,16,7,0,0,0,0,0,4,0,0,0,0
DT,18,46,0,0,0,0,0,4,0,0,0,0
LB,72,38,0,0,2,2,4,0,0,0,0,0
CB,56,16,0,0,3,0,2,0,0,0,0,0
LB,40,22,0,0,1,0,1,6,0,0,0,0
CB,51,14,0,0,6,0,0,0,0,0,0,0
S,37,16,0,0,2,0,1,0,0,0,0,0
LB,3,4,0,0,0,0,0,8,0,0,0,0
DT,5,1,4,0,0,0,0,2,0,0,0,0
CB,49,21,0,0,6,2,0,0,0,0,0,1
CB,19,10,0,0,0,0,0,2,0,0,0,0
LB,62,56,4,0,2,0,0,0,0,0,0,0
LB,59,40,4,0,6,0,0,12,0,0,0,0
LB,11,9,0,0,2,0,0,1,0,0,0,0
S,42,17,0,0,4,0,2,0,0,0,0,0
LB,14,8,0,0,0,0,1,5,0,0,0,0
DT,1,0,0,0,0,0,0,2,0,0,0,0
DE,32,16,22,0,2,0,0,0,0,0,0,0
DT,2,2,0,0,0,0,0,3,0,0,0,0
CB,11,2,0,0,0,0,4,14,0,0,0,0
DT,0,1,0,0,0,0,0,2,0,0,0,0
LB,8,1,4,0,0,0,0,7,0,0,0,0
LB,4,0,0,0,0,0,0,9,0,0,0,0
S,7,4,4,0,2,0,0,6,0,0,0,0
DE,1,3,0,0,0,0,0,3,0,0,0,0
CB,29,15,0,0,0,0,0,0,0,0,0,0
S,10,2,0,0,0,0,0,0,0,0,0,0
LB,13,1,2,0,0,0,2,0,0,0,0,0
CB,13,0,0,0,2,0,0,6,0,0,0,0
DE,5,2,4,0,0,0,0,4,0,0,0,0
CB,30,7,0,0,0,0,0,1,0,0,0,0
S,48,13,4,0,12,5,4,1,0,0,0,1
DT,7,6,0,0,0,0,0,12,0,0,0,0
LB,42,24,6,0,2,0,0,5,0,0,0,0
S,0,2,0,0,0,0,0,3,0,0,0,0
S,1,2,0,0,0,0,0,14,0,0,0,0
DT,32,25,4,0,1,0,0,4,0,0,0,0
S,2,2,0,0,0,0,0,12,0,0,0,0
DE,69,19,54,0,1,0,9,9,0,0,0,1
DT,25,12,3,0,0,0,0,14,0,0,0,0
S,98,35,13,0,3,1,8,1,0,0,0,1
CB,51,12,0,0,4,0,8,0,0,0,0,0
DE,66,32,14,0,0,2,3,3,0,0,0,0
DE,21,9,11,0,0,0,0,4,0,0,0,0
S,30,16,0,0,4,0,0,0,0,0,0,0
CB,63,13,0,0,4,0,0,1,0,0,0,0
DE,14,12,4,0,1,0,0,3,0,0,0,0
CB,29,13,0,0,8,2,0,5,0,0,0,0
S,57,27,4,0,2,0,1,1,0,0,0,0
CB,44,13,0,0,4,0,0,16,0,0,0,0
DE,83,23,45,0,1,4,22,3,0,0,0,0
LB,23,9,0,0,0,0,1,13,0,0,0,0
S,79,35,10,0,0,0,2,3,0,0,0,0
S,33,5,2,0,2,0,3,11,0,0,0,0
S,49,11,2,0,4,0,4,0,0,0,0,0
S,38,22,0,0,2,0,0,8,0,0,0,0
S,1,0,0,0,0,0,0,13,0,0,0,0
DE,4,2,0,0,0,0,0,14,0,0,0,0
S,35,20,4,0,0,0,1,9,0,0,0,0
DT,50,29,25,0,1,0,2,1,0,0,0,0
DE,5,1,0,0,0,0,0,5,0,0,0,0
DE,24,5,4,0,0,0,0,2,0,0,0,0
DT,18,3,4,0,0,0,0,0,0,0,0,0
LB,51,18,8,0,2,0,6,0,0,0,0,0
LB,13,3,8,0,0,0,0,7,0,0,0,0
DE,3,3,0,0,0,0,0,15,0,0,0,0
CB,38,21,0,0,2,0,6,7,0,0,0,0
DE,5,0,4,0,0,0,0,4,0,0,0,0
CB,61,8,0,0,4,0,0,0,0,0,0,0
S,76,53,0,0,9,0,2,0,0,0,0,0
CB,12,2,0,0,2,0,0,0,0,0,0,0
DT,15,13,7,0,0,0,4,7,0,0,0,0
CB,18,3,0,0,2,0,0,3,0,0,0,0
S,17,10,0,0,0,0,0,5,0,0,0,0
DE,5,5,0,0,0,0,0,12,0,0,0,0
DE,6,3,0,0,1,0,0,13,0,0,0,0
DT,6,10,3,0,0,0,2,8,0,0,0,0
S,9,7,3,0,0,0,0,0,0,0,0,0
LB,21,23,0,0,0,0,0,2,0,0,0,0
DE,33,20,11,0,3,2,8,0,0,0,0,0
DT,33,17,20,0,0,1,1,0,0,0,0,0
DT,10,9,0,0,0,0,0,0,0,0,0,0
LB,68,50,25,0,2,2,6,2,0,0,0,0
LB,31,31,0,0,0,0,0,5,0,0,0,0
DT,1,0,0,0,0,0,0,3,0,0,0,0
DE,15,19,0,0,0,0,0,0,0,0,0,0
LB,0,1,0,0,0,0,0,5,0,0,0,0
S,1,1,0,0,0,0,0,14,0,0,0,0
LB,43,23,2,0,0,0,3,3,0,0,0,0
DT,11,6,4,0,0,0,0,0,0,0,0,0
DE,8,1,0,0,0,0,0,7,0,0,0,0
CB,8,1,0,0,0,0,0,5,0,0,0,0
NT,4,0,0,0,0,0,0,5,0,0,0,0
LB,3,1,0,0,0,0,0,15,0,0,0,0
S,21,10,0,0,2,0,0,0,0,0,0,0
LB,0,6,0,0,0,0,0,8,0,0,0,0
DE,14,1,10,0,0,3,8,0,0,0,0,0
LB,14,7,0,0,0,0,0,1,0,0,0,0
S,5,1,4,0,0,0,0,14,0,0,0,0
DT,16,11,0,0,0,0,0,2,0,0,0,0
LB,0,1,0,0,0,0,0,11,0,0,0,0
CB,28,8,0,0,2,0,0,7,0,0,0,0
DT,15,10,0,0,0,0,0,0,0,0,0,0
DT,16,11,2,0,0,0,2,3,0,0,0,0
S,15,4,0,0,0,0,2,9,0,0,0,0
DE,5,1,4,0,0,0,0,8,0,0,0,0
CB,2,1,0,0,0,0,0,1,0,0,0,0
LB,41,15,10,0,0,0,2,0,0,0,0,0
CB,17,3,0,0,0,0,0,13,0,0,0,0
CB,1,0,0,0,0,0,0,0,0,0,0,0
DE,2,6,0,0,0,0,0,8,0,0,0,0
DT,0,1,0,0,0,0,0,18,0,0,0,0
LB,5,3,0,0,0,0,0,2,0,0,0,0
LB,31,5,11,0,2,0,2,6,0,0,0,0
DT,7,4,3,0,0,0,0,0,0,0,0,0
DT,43,30,20,0,0,0,2,3,0,0,0,0
LB,1,1,0,0,0,0,0,11,0,0,0,0
LB,19,11,7,0,0,0,0,14,0,0,0,0
CB,31,11,0,0,2,0,2,7,0,0,0,0
LB,1,0,0,0,0,0,0,11,0,0,0,0
DE,28,13,17,0,0,0,5,0,0,0,0,0
DE,22,9,14,0,0,0,0,0,0,0,0,0
DE,23,9,16,0,0,0,4,0,0,0,0,0
S,28,5,0,0,0,0,0,1,0,0,0,0
CB,68,19,4,0,8,0,2,6,0,0,0,0
S,16,3,0,0,2,0,0,3,0,0,0,0
DE,15,8,8,0,0,0,0,9,0,0,0,0
DE,39,16,15,0,0,0,0,11,0,0,0,0
S,66,21,0,0,6,2,3,0,0,0,0,0
S,9,6,0,0,0,0,0,14,0,0,0,0
DT,17,16,0,0,0,0,0,1,0,0,0,0
LB,33,22,0,0,0,0,1,8,0,0,0,0
DT,29,7,10,0,0,0,6,4,0,0,0,0
LB,4,0,0,0,0,0,0,2,0,0,0,0
DE,8,9,3,0,0,0,0,5,0,0,0,0
S,57,23,2,0,0,0,2,3,0,0,0,0
LB,14,5,0,0,2,0,0,10,0,0,0,0
CB,34,12,3,0,2,0,4,14,0,0,0,0
CB,29,10,3,0,4,0,2,0,0,0,0,0
DE,2,0,0,0,0,0,0,8,0,0,0,0
DE,1,1,0,0,0,0,0,3,0,0,0,0
CB,29,12,4,0,0,0,5,1,0,0,0,0
LB,12,5,0,0,2,0,0,7,0,0,0,0
DT,30,12,12,0,0,0,5,1,0,0,0,0
S,4,0,0,0,0,0,0,5,0,0,0,0
CB,6,1,4,0,0,0,0,1,0,0,0,0
LB,6,6,0,0,0,0,0,6,0,0,0,0
DT,6,3,0,0,0,0,0,5,0,0,0,0
CB,5,0,0,0,0,0,0,13,0,0,0,0
LB,10,3,4,0,1,0,0,0,0,0,0,0
LB,52,39,0,0,0,0,2,2,0,0,0,0
LB,1,0,0,0,0,0,0,1,0,0,0,0
LB,1,4,0,0,0,0,0,8,0,0,0,0
LB,1,1,0,0,0,0,0,8,0,0,0,0
LB,13,19,0,0,0,0,1,0,0,0,0,0
LB,11,6,0,0,0,0,0,11,0,0,0,0
LB,0,1,0,0,0,0,0,1,0,0,0,0
LB,7,18,0,0,0,0,0,16,0,0,0,0
CB,7,0,0,0,0,0,0,0,0,0,0,0
CB,9,1,4,0,0,0,2,8,0,0,0,0
DT,0,2,0,0,0,0,0,4,0,0,0,0
DT,0,4,3,0,0,0,0,3,0,0,0,0
CB,6,1,0,0,0,0,0,1,0,0,0,0
CB,1,0,0,0,0,0,0,15,0,0,0,0
LB,0,1,0,0,0,0,0,18,0,0,0,0
S,15,4,4,0,0,0,0,14,0,0,0,0
LB,29,10,8,0,0,0,0,15,0,0,0,0
CB,25,11,0,0,0,0,0,4,0,0,0,0
DE,0,3,0,0,0,0,0,10,0,0,0,0
CB,22,17,0,0,0,0,0,11,0,0,0,0
CB,6,1,0,0,0,0,0,13,0,0,0,0
DT,3,0,0,0,0,0,0,3,0,0,0,0
CB,4,0,0,0,0,0,0,8,0,0,0,0
LB,9,5,0,0,0,0,2,4,0,0,0,0
CB,24,6,0,0,0,0,4,16,0,0,0,0
CB,17,1,0,0,0,0,0,0,0,0,0,0
DT,2,1,0,0,0,0,0,8,0,0,0,0
CB,28,3,0,0,7,0,0,0,0,0,0,0
CB,11,4,0,0,0,0,0,10,0,0,0,0
CB,23,2,0,0,0,0,0,11,0,0,0,0
LB,7,2,3,0,0,0,4,13,0,0,0,0
DT,2,1,0,0,0,0,0,11,0,0,0,0
LB,19,9,6,0,0,0,5,6,0,0,0,0
LB,87,51,9,0,7,0,6,1,0,0,0,0
LB,103,41,0,0,4,0,0,0,0,0,0,1
S,75,40,0,0,6,2,0,7,0,0,0,0
DT,5,14,3,0,0,0,0,0,0,0,0,0
S,5,1,4,0,0,0,0,2,0,0,0,0
DE,42,17,18,0,1,0,4,7,0,0,0,0
CB,18,1,0,0,0,0,2,1,0,0,0,0
CB,61,10,5,0,2,0,0,6,0,0,0,0
LB,22,13,2,0,0,0,2,11,0,0,0,0
LB,28,27,0,0,0,0,0,6,0,0,0,0
S,13,3,0,0,2,0,0,16,0,0,0,0
DT,30,11,14,0,0,0,3,11,0,0,0,0
CB,33,13,0,0,0,0,0,8,0,0,0,0
LB,10,6,0,0,0,0,0,13,0,0,0,0
LB,3,1,0,0,0,0,0,13,0,0,0,0
CB,56,12,0,0,2,0,6,0,0,0,0,0
DT,10,10,0,0,0,0,0,11,0,0,0,0
CB,10,7,0,0,0,0,0,13,0,0,0,0
DT,29,10,11,0,0,0,0,13,0,0,0,0
DE,26,10,6,0,0,0,3,0,0,0,0,0
CB,37,4,0,0,0,0,2,3,0,0,0,0
S,26,12,4,0,2,0,0,11,0,0,0,0
CB,14,3,0,0,2,0,0,7,0,0,0,0
LB,19,12,0,0,0,0,0,6,0,0,0,0
DT,22,21,2,0,0,0,2,6,0,0,0,0
S,52,31,0,0,4,2,0,9,0,0,0,0
S,82,40,14,0,7,0,0,0,0,0,0,1
CB,6,0,0,0,0,0,0,4,0,0,0,0
LB,62,24,12,0,2,2,1,5,0,0,0,0
DT,41,27,22,0,0,0,0,2,0,0,0,0
DT,11,4,6,0,0,0,3,0,0,0,0,0
LB,3,2,0,0,0,0,0,7,0,0,0,0
LB,73,54,0,0,0,0,2,7,0,0,0,0
DT,17,18,0,0,0,0,0,0,0,0,0,0
DE,24,15,4,0,1,0,0,2,0,0,0,0
DE,36,23,18,0,1,0,4,4,0,0,0,0
DE,9,3,4,0,0,0,0,13,0,0,0,0
DE,79,24,47,0,0,0,7,2,0,0,0,0
DE,48,12,23,0,1,0,5,13,0,0,0,0
LB,1,2,0,0,0,0,0,11,0,0,0,0
CB,2,0,0,0,0,0,0,1,0,0,0,0
DT,18,7,4,0,0,0,0,9,0,0,0,0
CB,16,6,0,0,2,2,2,5,0,0,0,0
LB,119,75,27,0,4,0,12,0,0,0,0,1
DT,4,2,0,0,0,0,0,13,0,0,0,0
CB,49,15,0,0,6,0,2,3,0,0,0,0
S,53,27,4,0,2,0,0,13,0,0,0,0
LB,103,39,20,0,3,0,0,0,0,0,0,0
LB,38,23,20,0,0,0,17,0,0,0,0,0
LB,5,2,4,0,0,0,0,0,0,0,0,0
S,2,0,0,0,0,0,0,0,0,0,0,0
LB,34,31,11,0,0,0,5,0,0,0,0,0
LB,10,4,12,5,0,0,0,3,0,0,0,0
LB,60,59,6,0,0,0,0,16,0,0,0,0
CB,29,13,0,0,4,0,2,0,0,0,0,0
CB,42,11,0,0,2,0,0,4,0,0,0,0
DT,6,8,0,0,0,0,0,0,0,0,0,0
S,75,39,0,0,2,0,0,1,0,0,0,0
S,58,52,0,0,1,0,0,6,0,0,0,0
DT,18,12,4,0,0,0,0,2,0,0,0,0
LB,24,22,4,0,0,0,2,0,0,0,0,0
CB,5,2,0,0,0,0,0,1,0,0,0,0
CB,7,7,0,0,0,0,0,2,0,0,0,0
DT,64,24,27,0,0,0,4,1,0,0,0,1
CB,50,8,8,1,1,0,0,1,0,0,0,0
CB,9,1,5,0,0,3,7,11,0,0,0,0
DT,34,18,11,0,0,0,0,15,0,0,0,0
DE,40,8,14,0,0,0,1,9,0,0,0,0
DE,10,4,13,0,0,0,2,9,0,0,0,0
DT,3,6,0,0,0,0,0,4,0,0,0,0
S,72,24,15,0,0,0,10,0,0,0,0,0
LB,49,14,29,0,0,0,7,3,0,0,0,0
S,29,23,0,0,0,0,0,0,0,0,0,0
CB,31,10,0,0,2,0,0,8,0,0,0,0
DT,8,3,0,0,0,0,0,10,0,0,0,0
S,6,4,0,0,0,0,0,4,0,0,0,0
CB,34,6,0,0,0,0,0,0,0,0,0,0
CB,12,3,0,0,0,0,0,0,0,0,0,0
S,10,1,0,0,0,0,0,1,0,0,0,0
LB,1,3,0,0,0,0,0,1,0,0,0,0
S,46,19,0,0,10,0,4,0,0,0,0,0
DE,67,31,37,0,1,0,6,1,0,0,0,0
LB,61,33,4,0,2,0,0,11,0,0,0,0
S,33,18,8,0,2,0,0,10,0,0,0,0
DT,25,25,13,0,1,0,2,3,0,0,0,0
DE,58,22,36,0,3,0,2,0,0,0,0,0
DT,30,32,19,0,0,0,0,7,0,0,0,0
DT,20,17,4,0,0,0,0,1,0,0,0,0
CB,3,0,0,0,0,0,2,15,0,0,0,0
S,18,10,0,0,0,0,0,14,0,0,0,0
S,1,2,0,0,0,0,0,9,0,0,0,0
DT,34,24,11,0,0,0,0,6,0,0,0,0
DT,32,27,22,0,0,0,0,2,0,0,0,0
CB,62,16,0,0,12,0,2,8,0,0,0,0
DT,20,29,4,0,1,0,2,10,0,0,0,0
DE,66,20,35,0,1,1,4,1,0,0,0,0
S,39,24,9,0,4,0,5,0,0,0,0,0
DE,51,5,33,0,1,6,8,8,0,0,0,0
S,50,29,0,0,4,0,2,2,0,0,0,0
DE,27,14,19,0,0,0,0,0,0,0,0,0
CB,12,4,0,0,0,0,0,0,0,0,0,0
DT,36,22,11,0,0,0,4,0,0,0,0,0
S,11,4,0,0,4,0,0,0,0,0,0,0
S,28,5,4,0,2,0,0,0,0,0,0,0
DE,56,21,33,0,0,0,1,17,0,0,0,0
DT,9,7,3,0,0,0,0,9,0,0,0,0
CB,50,8,5,0,4,0,6,12,0,0,0,0
DT,29,16,16,0,0,0,4,0,0,0,0,0
DE,64,10,44,0,0,0,7,14,0,0,0,0
DE,30,18,24,0,1,0,4,13,0,0,0,0
DT,12,4,4,0,0,0,0,3,0,0,0,0
DT,3,1,0,0,0,0,0,3,0,0,0,0
CB,43,11,0,0,0,0,2,13,0,0,0,0
DE,25,7,16,0,0,0,4,1,0,0,0,0
DT,83,22,65,0,0,0,0,0,0,0,0,0
CB,33,2,4,0,2,0,0,0,0,0,0,0
DT,70,49,37,0,2,1,4,3,0,0,0,1
DE,32,10,18,0,1,0,0,4,0,0,0,0
LB,5,3,4,0,0,0,0,3,0,0,0,0
S,2,0,0,0,0,0,0,1,0,0,0,0
DE,0,3,0,0,0,0,0,15,0,0,0,0
DE,1,2,0,0,0,0,0,15,0,0,0,0
DE,65,17,43,5,2,0,9,9,0,0,0,0
DE,35,25,19,0,0,0,4,0,0,0,0,0
DE,18,14,8,0,0,0,4,1,0,0,0,0
LB,73,71,0,0,6,0,1,0,0,0,0,0
LB,3,1,3,0,0,0,4,10,0,0,0,0
CB,40,8,0,0,0,0,4,3,0,0,0,0
CB,51,16,0,0,6,2,0,0,0,0,0,0
LB,29,4,11,0,0,0,0,11,0,0,0,0
S,1,0,0,0,0,0,0,3,0,0,0,0
DT,36,38,12,0,2,0,1,0,0,0,0,0
LB,5,2,0,0,0,0,2,8,0,0,0,0
CB,46,13,0,0,2,0,2,3,0,0,0,0
LB,32,26,3,0,5,0,0,0,0,0,0,0
DE,41,20,37,0,0,2,5,10,0,0,0,0
LB,23,6,4,0,2,0,0,0,0,0,0,0
S,49,31,3,0,4,0,4,0,0,0,0,0
S,23,21,0,0,0,0,1,12,0,0,0,0
LB,10,8,0,0,0,0,0,17,0,0,0,0
